person_id,display_first_last,from_year,to_year,draft_year,height_feet,height_inches,weight,team_id,jersey,school,country
2,Byron Scott,1983,1996,1983,6,4,205,1610612747,,Arizona State,USA
7,Dan Schayes,1981,1998,1981,6,11,260,1610612743,24,Syracuse,USA
9,Sedale Threatt,1983,1996,1983,6,2,185,1610612747,2,West Virginia Tech,USA
12,Chris King,1993,1998,1992,6,8,215,0,,Wake Forest,USA
15,Eric Piatkowski,1994,2007,1994,6,7,215,1610612746,52,Nebraska,USA
17,Clyde Drexler,1983,1997,1983,6,7,222,1610612757,22,Houston,USA
21,Greg Anthony,1991,2001,1991,6,1,180,1610612752,50,UNLV,USA
22,Rik Smits,1988,1999,1988,7,4,265,1610612754,45,Marist,USA
23,Dennis Rodman,1986,1999,1986,6,7,210,1610612765,10,Southeastern Oklahoma State,USA
24,Keith Jennings,1992,1994,,5,7,160,1610612744,2,East Tennessee State,USA
26,Luc Longley,1991,2000,1991,,,,0,,New Mexico,USA
28,Doug West,1989,2000,1989,,,,0,,Villanova,USA
29,Jim McIlvaine,1994,2000,1994,,,,0,,Marquette,USA
31,Lorenzo Williams,1992,1999,,6,9,200,0,,Stetson,USA
32,Clifford Rozier,1994,1997,1994,6,11,245,0,,Louisville,USA
35,Eric Riley,1993,1998,1993,7,0,245,1610612745,44,Michigan,USA
36,Sarunas Marciulionis,1989,1996,1987,6,5,200,1610612739,78,Statyba,Lithuania
37,Greg Graham,1993,1997,1993,6,4,174,0,,Indiana,USA
38,Brad Lohaus,1987,1997,1987,6,11,230,1610612749,54,Iowa,USA
41,Anthony Bonner,1990,2002,1990,6,8,230,1610612758,33,St. Louis,USA
42,Monty Williams,1994,2002,1994,6,8,225,1610612753,5,Notre Dame,USA
43,Chris Whitney,1993,2003,1993,6,0,175,1610612764,12,Clemson,USA
45,George McCloud,1989,2002,1989,6,8,230,1610612754,21,Florida State,USA
46,Mike Peplowski,1993,1995,1993,6,10,270,1610612758,54,Michigan State,USA
47,Wayman Tisdale,1985,1996,1985,6,9,260,1610612758,23,Oklahoma,USA
49,Gheorghe Muresan,1993,1999,1993,7,7,303,1610612764,77,Pau Orthez,Romania
52,Micheal Williams,1988,1998,1988,6,2,175,0,,Baylor,USA
53,Mario Elie,1990,2000,1985,6,5,225,1610612745,17,American International,USA
54,Dickey Simpkins,1994,2001,1994,,,,0,,Providence,USA
55,Marty Conlon,1991,1999,,6,10,224,0,,Providence,USA
56,Gary Payton,1990,2006,1990,6,4,190,1610612760,20,Oregon State,USA
57,Doug Christie,1992,2006,1992,6,6,205,0,,Pepperdine,USA
61,Carl Herrera,1991,2008,1990,,,,0,,Houston,USA
63,Michael Smith,1994,2000,1994,6,8,240,1610612758,34,Providence,USA
65,Greg Minor,1994,1998,1994,6,6,210,0,,Louisville,USA
66,Marques Bragg,1995,1995,,6,8,230,1610612750,33,Providence,USA
67,Tom Hammonds,1989,2000,1989,,,,0,,Georgia Tech,USA
71,Pooh Richardson,1989,1998,1989,6,1,180,0,,UCLA,USA
72,Kenny Anderson,1991,2004,1991,6,1,168,0,,Georgia Tech,USA
73,Hot Rod Williams,1986,1998,1985,6,11,245,1610612739,18,Tulane,USA
74,Derrick Phelps,1994,1994,,6,4,181,1610612758,5,North Carolina,USA
77,Doug Overton,1992,2003,1991,6,3,190,1610612764,24,La Salle,USA
80,Ken Norman,1987,1996,1987,6,8,215,0,,Illinois,USA
81,Jeff Grayer,1988,1997,1988,6,5,210,1610612749,20,Iowa State,USA
82,Bill Wennington,1985,1999,1985,7,0,245,0,,St. John's (NY),USA
84,Latrell Sprewell,1992,2004,1992,6,5,195,1610612744,8,Alabama,USA
87,Dikembe Mutombo,1991,2008,1991,7,2,260,1610612743,55,Georgetown,Congo
88,Steve Scheffler,1990,1996,1990,6,9,250,0,,Purdue,USA
89,Nick Van Exel,1993,2005,1993,6,1,190,1610612747,31,Cincinnati,USA
93,Hubert Davis,1992,2003,1992,6,5,183,1610612752,44,North Carolina,USA
95,Mark Bryant,1988,2002,1988,6,9,250,1610612757,9,Seton Hall,USA
96,Detlef Schrempf,1985,2000,1985,6,10,235,1610612760,12,Washington,USA
97,Ronnie Grandison,1988,1995,1987,6,6,220,1610612738,20,New Orleans,USA
98,Nick Anderson,1989,2002,1989,6,6,228,1610612753,5,Illinois,USA
100,Tim Legler,1989,1999,,6,4,200,0,,La Salle,USA
101,Scott Skiles,1986,1995,1986,6,1,180,1610612753,5,Michigan State,USA
103,Todd Day,1992,2000,1992,,,,0,,Arkansas,USA
104,Benoit Benjamin,1985,1999,1985,7,0,250,0,,Creighton,USA
105,Dan Majerle,1988,2001,1988,6,6,222,1610612756,9,Central Michigan,USA
107,Dale Ellis,1983,1999,1983,6,7,205,0,,Tennessee,USA
109,Robert Horry,1992,2007,1992,6,10,240,1610612747,25,Alabama,USA
111,LaPhonso Ellis,1992,2002,1992,6,8,240,1610612743,3,Notre Dame,USA
112,Dontonio Wingfield,1994,1997,1994,6,8,256,0,,Cincinnati,USA
114,Harold Miner,1992,1995,1992,6,5,210,1610612748,4,Southern California,USA
116,David Wood,1988,1996,,6,9,230,1610612744,7,Nevada-Reno,USA
117,Jeff Malone,1983,1995,1983,6,4,205,0,,Mississippi State,USA
120,Steven Smith,1991,2004,1991,6,8,221,1610612737,8,Michigan State,USA
122,Fred Roberts,1983,1996,1982,6,10,218,0,,Brigham Young,USA
123,Robert Pack,1991,2003,,6,2,190,0,,Southern California,USA
124,Vlade Divac,1989,2004,1989,7,1,260,1610612747,21,Partizan,Serbia
128,David Benoit,1991,2000,,6,8,220,1610612762,21,Alabama,USA
129,Dino Radja,1993,1996,1989,6,11,225,0,,Virtus Roma,Croatia
132,Dwayne Morton,1994,1994,1994,6,7,195,1610612744,50,Louisville,USA
133,David Wesley,1993,2006,,6,1,203,1610612766,4,Baylor,USA
134,Kevin Johnson,1987,1999,1987,6,1,190,1610612756,7,California,USA
136,P.J. Brown,1993,2007,1992,6,11,239,1610612740,93,Louisiana Tech,USA
137,Vernon Maxwell,1988,2000,1988,6,4,190,1610612745,3,Florida,USA
138,Anthony Avent,1992,1999,1991,6,9,240,1610612749,30,Seton Hall,USA
140,Donald Royal,1989,1997,1987,6,8,218,1610612753,5,Notre Dame,USA
143,Terry Dehere,1993,1998,1993,6,4,190,1610612746,24,Seton Hall,USA
145,Tracy Murray,1992,2003,1992,6,7,230,0,,UCLA,USA
146,Jud Buechler,1990,2001,1990,6,6,228,1610612741,30,Arizona,USA
147,Jalen Rose,1994,2006,1994,6,8,215,1610612754,8,Michigan,USA
149,Michael Adams,1985,1995,1985,5,10,165,1610612743,23,Boston College,USA
156,Antoine Carr,1984,1999,1983,6,9,225,0,,Wichita State,USA
157,Derek Harper,1983,1998,1983,6,4,206,1610612742,12,Illinois,USA
160,Tim Breaux,1994,1997,,6,7,215,0,,Wyoming,USA
164,Chris Childs,1994,2002,,6,3,195,1610612752,,Boise State,USA
165,Hakeem Olajuwon,1984,2002,1984,7,0,255,1610612745,34,Houston,Nigeria
166,Ron Harper,1986,2000,1986,6,6,215,1610612741,4,Miami (Ohio),USA
168,Chris Mills,1993,2002,1993,6,7,220,1610612739,34,Arizona,USA
170,Joe Kleine,1985,1999,1985,6,11,255,0,,Arkansas,USA
175,Alton Lister,1981,1997,1981,7,0,245,1610612749,53,Arizona State,USA
176,Antonio Harvey,1993,2002,,6,11,250,1610612747,4,Pfeiffer,USA
177,Muggsy Bogues,1987,2000,1987,,,,0,,Wake Forest,USA
179,Bryant Stith,1992,2002,1992,6,5,210,1610612743,23,Virginia,USA
180,John Crotty,1992,2002,,,,,0,,Virginia,USA
181,Kenny Smith,1987,1996,1987,6,3,170,1610612745,30,North Carolina,USA
182,Billy Owens,1991,2002,1991,6,9,225,1610612744,2,Syracuse,USA
183,Bison Dele,1991,1998,1991,6,11,260,1610612743,8,Arizona,USA
185,Chris Webber,1993,2007,1993,6,10,245,0,4,Michigan,USA
187,Terry Cummings,1982,1999,1982,6,9,220,0,,DePaul,USA
189,B.J. Tyler,1994,1994,1994,6,1,185,1610612755,1,Texas-Austin,USA
190,Duane Causwell,1990,2002,1990,7,0,255,1610612758,,Temple,USA
192,Dennis Scott,1990,1999,1990,6,8,229,1610612753,9,Georgia Tech,USA
193,Anthony Mason,1989,2002,1988,6,8,255,1610612752,17,Tennessee State,USA
197,Scott Burrell,1993,2000,1993,6,7,218,1610612766,2,Connecticut,USA
198,Danny Ferry,1990,2002,1989,6,10,235,1610612739,35,Duke,USA
199,Reggie Williams,1987,1996,1987,,,,0,,Georgetown,USA
203,Nate McMillan,1986,1997,1986,6,5,210,1610612760,10,North Carolina State,USA
209,Dell Curry,1986,2001,1986,6,5,205,1610612766,30,Virginia Tech,USA
210,Terrell Brandon,1991,2002,1991,5,11,173,1610612739,7,Oregon,USA
211,Eric Mobley,1994,1996,1994,6,11,235,0,,Pittsburgh,USA
212,Yinka Dare,1994,1997,1994,7,0,265,0,,George Washington,USA
213,Antonio Davis,1993,2005,1990,6,9,245,0,,Texas-El Paso,USA
216,Brian Shaw,1988,2002,1988,6,6,200,1610612747,20,California-Santa Barbara,USA
221,Clar. Weatherspoon,1992,2004,1992,6,7,270,1610612755,30,Southern Mississippi,USA
223,Bill Curley,1994,2000,1994,,,,0,,Boston College,USA
224,Eddie Jones,1994,2007,1994,6,6,200,1610612748,6,Temple,USA
226,Antonio Lang,1994,1999,1994,6,8,205,0,,Duke,USA
228,Adam Keefe,1992,2000,1992,6,9,230,1610612762,32,Stanford,USA
234,Khalid Reeves,1994,1999,1994,6,3,199,0,,Arizona,USA
236,Kevin Edwards,1988,2000,1988,6,3,210,1610612748,21,DePaul,USA
238,Tyrone Hill,1990,2003,1990,6,9,250,0,,Xavier,USA
239,Darrick Martin,1994,2007,,5,11,170,0,,UCLA,USA
240,Brooks Thompson,1994,1997,1994,6,4,193,0,,Oklahoma State,USA
241,Darrin Hancock,1994,1996,1994,6,7,205,1610612766,35,Kansas,USA
243,Aaron McKie,1994,2006,1994,6,5,209,1610612755,2,Temple,USA
244,Dee Brown,1990,2001,1990,,,,0,,Jacksonville,USA
246,Greg Anderson,1987,1997,1987,6,10,250,1610612759,0,Houston,USA
248,George Lynch,1993,2004,1993,6,8,235,1610612740,9,North Carolina,USA
251,Sean Elliott,1989,2000,1989,6,8,220,1610612759,32,Arizona,USA
252,Karl Malone,1985,2003,1985,6,9,259,1610612762,32,Louisiana Tech,USA
255,Grant Hill,1994,2012,1994,6,8,225,1610612765,33,Duke,USA
258,Brian Grant,1994,2005,1994,6,9,254,1610612748,55,Xavier,USA
262,Michael Cage,1984,1999,1984,6,9,224,0,,San Diego State,USA
265,Harvey Grant,1988,1998,1988,6,9,225,1610612764,44,Oklahoma,USA
271,Johnny Newman,1986,2001,1986,6,7,210,1610612749,2,Richmond,USA
273,Duane Ferrell,1988,1998,,6,7,215,1610612737,33,Georgia Tech,USA
275,Allan Houston,1993,2004,1993,6,6,205,0,,Tennessee,USA
278,Stacey Augmon,1991,2005,1991,6,8,213,1610612737,2,UNLV,USA
279,Charles Jones,1983,1997,1979,6,9,215,1610612764,27,Albany State (GA),USA
280,Felton Spencer,1990,2001,1990,7,0,290,1610612750,50,Louisville,USA
281,Scott Williams,1990,2004,,6,10,260,0,,North Carolina,USA
283,Lindsey Hunter,1993,2009,1993,6,2,195,0,,Jackson State,USA
285,Greg Grant,1989,1995,1989,5,7,140,1610612755,9,College of New Jersey,USA
287,Eric Leckner,1988,1996,1988,6,11,265,1610612762,55,Wyoming,USA
288,Armen Gilliam,1987,1999,1987,6,9,260,1610612751,5,UNLV,USA
289,Ledell Eackles,1988,1997,1988,6,5,231,1610612764,21,New Orleans,USA
291,Ed Pinckney,1985,1996,1985,6,9,240,1610612738,54,Villanova,USA
292,Anthony Miller,1994,2004,1994,6,9,255,0,,Michigan State,USA
293,Charles Smith,1988,1996,1988,6,10,244,1610612746,54,Pittsburgh,USA
296,Rick Fox,1991,2003,1991,6,7,235,1610612747,17,North Carolina,Canada
297,Alonzo Mourning,1992,2007,1992,6,10,261,1610612748,33,Georgetown,USA
299,Glenn Robinson,1994,2004,1994,6,7,240,1610612749,3,Purdue,USA
302,Mookie Blaylock,1989,2001,1989,,,,0,,Oklahoma,USA
304,John Stockton,1984,2002,1984,6,1,175,1610612762,12,Gonzaga,USA
305,Robert Parish,1976,1996,1976,7,1,244,1610612738,00,Centenary-Louisiana,USA
308,Derrick Alston,1994,1996,1994,6,11,225,0,,Duquesne,USA
310,Bobby Hurley,1993,1997,1993,6,0,165,1610612758,12,Duke,USA
316,Richard Manning,1995,1996,1993,6,11,245,1610612763,50,Washington,USA
317,John Starks,1988,2001,,6,5,190,1610612752,9,Oklahoma State,USA
320,Jamie Watson,1994,1998,1994,6,7,190,0,,South Carolina,USA
321,Scott Haskin,1993,1993,1993,6,11,250,1610612754,43,Oregon State,USA
323,Greg Foster,1990,2002,1990,6,11,250,1610612762,43,Texas-El Paso,USA
324,Anthony Peeler,1992,2004,1992,6,4,208,1610612750,8,Missouri,USA
330,Danny Manning,1988,2002,1988,6,10,234,0,,Kansas,USA
333,Kevin Gamble,1987,1996,1987,6,5,210,0,,Iowa,USA
335,Willie Anderson,1988,1996,1988,6,8,200,1610612759,35,Georgia,USA
339,Tom Gugliotta,1992,2004,1992,6,10,250,1610612756,7,North Carolina State,USA
340,Kevin Pritchard,1990,1995,1990,6,3,180,1610612744,12,Kansas,USA
342,Andy Toolson,1990,1995,,6,6,210,1610612762,5,Brigham Young,USA
344,Dana Barros,1989,2003,1989,5,11,165,1610612738,,Boston College,USA
345,Terry Porter,1985,2001,1985,6,3,205,1610612757,30,Wisconsin-Stevens Point,USA
346,Doug Edwards,1993,1995,1993,6,7,235,1610612737,32,Florida State,USA
348,Mitchell Butler,1993,2003,,6,5,210,1610612764,32,UCLA,USA
349,Mark Jackson,1987,2003,1987,6,3,195,1610612752,31,St. John's (NY),USA
351,Stacey King,1989,1996,1989,6,11,250,1610612741,33,Oklahoma,USA
353,Darrell Armstrong,1994,2007,,6,1,180,1610612753,10,Fayetteville State,USA
355,Vincent Askew,1987,1997,1987,6,6,210,0,,Memphis,USA
356,Chris Morris,1988,1998,1988,6,8,228,1610612751,34,Auburn,USA
357,Greg Sutton,1991,1995,1991,6,2,185,1610612766,20,Oral Roberts,USA
358,Anfernee Hardaway,1993,2007,1993,6,7,215,0,,Memphis,USA
361,Clifford Robinson,1989,2006,1989,6,10,245,1610612757,30,Connecticut,USA
363,Christian Laettner,1992,2004,1992,6,11,245,1610612750,44,Duke,USA
364,Rex Chapman,1988,1999,1988,6,4,185,0,,Kentucky,USA
365,Derrick McKey,1987,2001,1987,6,10,241,1610612754,9,Alabama,USA
368,Dwayne Schintzius,1990,1998,1990,7,2,285,1610612751,55,Florida,USA
369,Charlie Ward,1994,2004,1994,6,2,185,0,,Florida State,USA
371,Terry Mills,1990,2000,1990,,,,0,,Michigan,USA
375,Isaiah Rider,1993,2001,1993,,,,0,,UNLV,USA
376,Eric Montross,1994,2002,1994,7,0,270,1610612765,00,North Carolina,USA
378,Craig Ehlo,1983,1996,1983,6,6,180,0,,Washington State,USA
381,James Robinson,1993,2000,1993,,,,0,,Alabama,USA
383,Kendall Gill,1990,2004,1990,6,5,216,0,,Illinois,USA
384,Calbert Cheaney,1993,2005,1993,6,7,210,1610612764,40,Indiana,USA
386,Elliot Perry,1991,2001,1991,,,,0,,Memphis,USA
389,Toni Kukoc,1993,2005,1990,6,11,235,1610612741,7,Benetton Treviso,Croatia
390,Sasha Danilovic,1995,1996,1992,6,6,200,1610612748,5,Virtus Bologna,Serbia
393,Rod Strickland,1988,2004,1988,6,3,185,0,,DePaul,USA
400,Derek Strong,1991,2000,1990,6,9,240,1610612753,30,Xavier,USA
402,Jon Koncak,1985,1995,1985,7,0,250,1610612737,45,Southern Methodist,USA
404,Kevin Duckworth,1986,1996,1986,7,0,300,1610612757,00,Eastern Illinois,USA
406,Shaquille O'Neal,1992,2010,1992,7,1,325,1610612747,34,Louisiana State,USA
412,Sharone Wright,1994,1997,1994,6,11,260,0,,Clemson,USA
416,Willie Burton,1990,1998,1990,6,8,210,0,,Minnesota,USA
417,Sam Mitchell,1989,2001,1985,6,7,215,1610612750,42,Mercer,USA
418,Scott Brooks,1988,1997,,5,11,165,1610612745,2,California-Irvine,USA
420,Jayson Williams,1990,1998,1990,6,9,240,0,,St. John's (NY),USA
422,Avery Johnson,1988,2003,,5,11,185,1610612759,6,Southern,USA
423,Chris Gatling,1991,2001,1991,,,,0,,Old Dominion,USA
426,Terry Davis,1989,2000,,6,10,270,1610612742,54,Virginia Union,USA
428,Sherman Douglas,1989,2000,1989,,,,0,,Syracuse,USA
431,Shawn Kemp,1989,2002,1989,6,10,280,1610612760,40,Concord HS (IN),USA
433,Buck Williams,1981,1997,1981,6,8,225,1610612751,52,Maryland,USA
434,Tony Dumas,1994,1997,1994,6,6,190,0,,Missouri-Kansas City,USA
436,Juwan Howard,1994,2012,1994,6,9,250,1610612764,5,Michigan,USA
438,Robert Werdann,1992,1996,1992,6,11,250,1610612743,41,St. John's (NY),USA
440,Zan Tabak,1994,2000,1991,7,0,257,1610612761,55,Olimpia Milano,Croatia
441,Lamond Murray,1994,2005,1994,6,7,235,1610612746,31,California,USA
442,Pervis Ellison,1989,2000,1989,,,,0,,Louisville,USA
445,Wesley Person,1994,2004,1994,6,6,200,1610612739,10,Auburn,USA
446,Lucious Harris,1993,2004,1993,6,5,205,0,,Long Beach State,USA
448,Bo Outlaw,1993,2007,,6,8,220,0,,Houston,USA
452,Vin Baker,1993,2005,1993,6,11,240,1610612760,34,Hartford,USA
456,Chuck Person,1986,1999,1986,6,8,241,1610612754,45,Auburn,USA
457,Andrew Lang,1988,1999,1988,6,11,275,1610612756,28,Arkansas,USA
458,Howard Eisley,1994,2005,1994,6,2,185,1610612762,10,Boston College,USA
461,Popeye Jones,1993,2003,1992,6,8,265,1610612742,54,Murray State,USA
462,J.R. Reid,1989,2000,1989,,,,0,,North Carolina,USA
467,Jason Kidd,1994,2012,1994,6,4,210,1610612751,5,California,USA
468,Jon Barry,1992,2005,1992,6,5,210,0,,Georgia Tech,USA
469,Jamal Mashburn,1993,2003,1993,6,8,247,1610612742,24,Kentucky,USA
470,Doc Rivers,1983,1995,1983,6,4,210,1610612737,25,Marquette,USA
474,Stefano Rusconi,1995,1995,1990,6,9,240,1610612756,51,Benetton Treviso,Italy
475,Doug Smith,1991,1995,1991,6,10,220,1610612742,34,Missouri,USA
671,Donnie Boyce,1995,1996,1995,6,5,196,0,,Colorado,USA
672,Matt Bullard,1990,2002,,6,10,229,1610612745,50,Iowa,USA
673,Alan Henderson,1995,2006,1995,6,9,240,1610612737,44,Indiana,USA
674,Reggie Jordan,1993,1999,,6,4,195,0,,New Mexico State,USA
675,Junior Burrough,1995,1995,1995,6,8,242,1610612738,5,Virginia,USA
676,Thomas Hamilton,1995,2002,,7,2,330,1610612745,55,Pittsburgh,USA
677,Eric Williams,1995,2006,1995,6,8,220,0,,Providence,USA
678,George Zidek,1995,1997,1995,7,0,250,0,,UCLA,USA
679,Jason Caffey,1995,2002,1995,6,8,256,1610612741,35,Alabama,USA
680,John Amaechi,1995,2002,,6,10,270,1610612753,13,Penn State,United Kingdom
681,Donny Marshall,1995,2002,1995,6,7,230,1610612739,13,Connecticut,USA
682,Bob Sura,1995,2006,1995,6,5,200,1610612739,3,Florida State,USA
683,Darryl Johnson,1995,1995,1987,6,1,170,1610612739,30,Michigan State,USA
685,Cherokee Parks,1995,2003,1995,6,11,240,0,,Duke,USA
686,Antonio McDyess,1995,2010,1995,6,9,245,1610612765,34,Alabama,USA
687,Rastko Cvetkovic,1995,1995,,7,1,260,1610612743,8,Crvena zvezda,Serbia
688,Michael Curry,1993,2004,,6,5,210,0,,Georgia Southern,USA
689,Theo Ratliff,1995,2010,1995,6,10,235,1610612755,50,Wyoming,USA
690,Don Reid,1995,2002,1995,6,8,250,1610612765,52,Georgetown,USA
691,Lou Roe,1995,1996,1995,6,7,220,1610612765,21,Massachusetts,USA
692,Andrew DeClercq,1995,2004,1995,6,10,255,0,,Florida,USA
693,Joe Smith,1995,2010,1995,6,10,225,1610612750,1,Maryland,USA
694,Sam Mack,1992,2001,,,,,0,,Houston,USA
696,Travis Best,1995,2004,1995,5,11,182,1610612754,6,Georgia Tech,USA
698,Eddie Johnson,1981,1998,1981,,,,0,,Illinois,USA
699,Brent Barry,1995,2008,1995,6,7,210,1610612760,17,Oregon State,USA
700,Keith Tower,1993,1996,,6,11,250,0,,Notre Dame,USA
701,Frankie King,1995,1996,1995,6,1,185,1610612755,20,Western Carolina,USA
703,Kurt Thomas,1995,2012,1995,6,9,240,0,,TCU,USA
704,Shawn Respert,1995,1998,1995,6,1,195,0,,Michigan State,USA
705,Randolph Keys,1988,1995,1988,6,7,210,1610612739,31,Southern Mississippi,USA
707,Mark Davis,1995,1999,1995,6,7,205,1610612755,7,Texas Tech,USA
708,Kevin Garnett,1995,2015,1995,6,11,240,1610612750,21,Farragut Academy HS (IL),USA
709,Ed O'Bannon,1995,1996,1995,6,8,222,0,,UCLA,USA
710,David Vaughn,1995,1998,1995,6,9,240,0,,Memphis,USA
711,Jerry Stackhouse,1995,2012,1995,6,6,218,1610612765,42,North Carolina,USA
712,Mario Bennett,1995,2002,1995,6,9,235,1610612747,24,Arizona State,USA
713,Chris Carr,1995,2000,1995,6,6,220,0,,Southern Illinois,USA
714,Michael Finley,1995,2009,1995,6,7,225,1610612742,40,Wisconsin,USA
715,John Coker,1995,2000,,,,,0,,Boise State,USA
716,Rumeal Robinson,1990,1996,1990,6,2,195,1610612737,20,Michigan,USA
717,Arvydas Sabonis,1995,2002,1986,7,3,292,1610612757,11,Real Madrid,Lithuania
718,Gary Trent,1995,2003,1995,6,8,250,1610612750,20,Ohio,USA
719,Randolph Childress,1995,1996,1995,6,2,188,0,,Wake Forest,USA
720,Terrence Rencher,1995,1995,1995,6,3,185,0,,Texas-Austin,USA
721,Tyus Edney,1995,2000,1995,5,10,166,1610612758,2,UCLA,USA
722,Corliss Williamson,1995,2006,1995,6,7,245,1610612758,34,Arkansas,USA
723,Clint McDaniel,1995,1995,,6,4,180,1610612758,20,Arkansas,USA
724,Cory Alexander,1995,2004,1995,6,1,190,1610612759,12,Virginia,USA
725,Dell Demps,1993,1996,,6,3,205,0,,Pacific,USA
726,Sherell Ford,1995,1995,1995,6,7,210,1610612760,1,Illinois-Chicago,USA
727,Eric Snow,1995,2007,1995,6,3,205,1610612755,20,Michigan State,USA
728,Jimmy King,1995,1996,1995,6,5,210,1610612761,13,Michigan,USA
729,Martin Lewis,1995,1996,1995,6,6,225,1610612761,32,Seward County CC,USA
730,Dwayne Whitfield,1995,1995,1995,6,7,240,1610612761,23,Jackson State,USA
731,Greg Ostertag,1995,2005,1995,7,2,280,0,,Kansas,USA
733,Cuonzo Martin,1995,1996,1995,6,5,213,0,,Purdue,USA
734,Lawrence Moten,1995,1997,1995,6,5,185,0,,Syracuse,USA
735,Bryant Reeves,1995,2000,1995,7,0,290,1610612763,50,Oklahoma State,USA
736,Cedric Lewis,1995,1995,,6,10,235,1610612764,42,Maryland,USA
737,Bob McCann,1989,1997,1987,6,6,244,0,,Morehead State,USA
738,Bob Thornton,1985,1995,1984,6,10,225,1610612755,34,California-Irvine,USA
739,Rasheed Wallace,1995,2012,1995,6,11,230,0,,North Carolina,USA
753,Randy Brown,1991,2002,1991,6,2,190,1610612741,0,New Mexico State,USA
754,Jim Jackson,1992,2005,1992,6,6,220,1610612742,24,Ohio State,USA
760,Jerome Kersey,1984,2000,1984,,,,0,,Longwood,USA
761,Matt Geiger,1992,2001,1992,,,,0,,Georgia Tech,USA
762,Shawn Bradley,1993,2004,1993,7,6,275,1610612742,44,Brigham Young,USA
763,Tony Massenburg,1990,2004,1990,6,9,250,1610612763,34,Maryland,USA
764,David Robinson,1989,2002,1987,7,1,250,1610612759,50,Navy,USA
765,Hersey Hawkins,1988,2000,1988,6,3,200,1610612755,33,Bradley,USA
766,David Wingate,1986,2000,1986,6,5,187,1610612760,25,Georgetown,USA
767,Terry Catledge,1985,1992,1985,6,8,220,1610612764,33,South Alabama,USA
768,Acie Earl,1993,1996,1993,6,11,240,1610612738,55,Iowa,USA
769,B.J. Armstrong,1989,1999,1989,6,2,185,1610612741,11,Iowa,USA
771,Elmore Spencer,1992,1996,1992,7,0,270,0,,UNLV,USA
777,Rex Walters,1993,1999,1993,6,4,190,0,,Kansas,USA
779,Glen Rice,1989,2003,1989,6,8,228,0,,Michigan,USA
780,Byron Houston,1992,1995,1992,6,5,250,1610612744,35,Oklahoma State,USA
782,Mitch Richmond,1988,2001,1988,6,5,220,1610612758,2,Kansas State,USA
783,Frank Brickowski,1984,1996,1981,6,9,240,0,,Penn State,USA
786,Gerald Wilkins,1985,1998,1985,6,6,185,0,,Tennessee-Chattanooga,USA
787,Charles Barkley,1984,1999,1984,6,6,252,1610612755,34,Auburn,USA
788,Kevin Willis,1984,2006,1984,7,0,245,1610612737,45,Michigan State,USA
891,Charles Oakley,1985,2003,1985,6,9,245,1610612752,33,Virginia Union,USA
892,Spud Webb,1985,1997,1985,5,6,133,0,,North Carolina State,USA
893,Michael Jordan,1984,2002,1984,6,6,216,1610612741,23,North Carolina,USA
894,Ricky Pierce,1982,1997,1982,6,4,215,1610612749,22,Rice,USA
895,Tyrone Corbin,1985,2000,1985,,,,0,,DePaul,USA
896,Tim Hardaway,1989,2002,1989,6,0,195,0,10,Texas-El Paso,USA
897,Tim Perry,1988,1995,1988,6,9,200,0,,Temple,USA
898,Blue Edwards,1989,1998,1989,6,4,200,0,,East Carolina,USA
899,Mark Price,1986,1997,1986,6,0,180,1610612739,25,Georgia Tech,USA
901,Otis Thorpe,1984,2000,1984,6,10,248,1610612745,52,Providence,USA
902,Bimbo Coles,1990,2003,1990,6,2,182,1610612748,12,Virginia Tech,USA
903,Geert Hammink,1993,1995,1993,7,0,262,1610612753,43,Louisiana State,Netherlands
904,Chris Mullin,1985,2000,1985,,,,0,17,St. John's (NY),USA
905,Dale Davis,1991,2006,1991,6,11,252,1610612754,34,Clemson,USA
906,Haywoode Workman,1989,1999,1989,6,2,180,0,,Oral Roberts,USA
907,Malik Sealy,1992,1999,1992,6,8,200,1610612746,2,St. John's (NY),USA
912,Rafael Addison,1986,1996,1986,6,8,241,1610612751,7,Syracuse,USA
913,Larry Johnson,1991,2000,1991,6,7,235,1610612766,2,UNLV,USA
914,Stanley Roberts,1991,1999,1991,7,0,290,0,,Louisiana State,USA
916,Corie Blount,1993,2003,1993,6,10,242,1610612741,44,Cincinnati,USA
917,Jack Haley,1988,1997,1987,6,10,240,0,,UCLA,USA
919,Loy Vaught,1990,2000,1990,6,9,240,1610612746,35,Michigan,USA
920,A.C. Green,1985,2000,1985,6,9,225,1610612747,45,Oregon State,USA
921,Brad Daugherty,1986,1993,1986,7,0,245,1610612739,43,North Carolina,USA
922,Elden Campbell,1990,2004,1990,7,0,279,1610612747,41,Clemson,USA
923,Donyell Marshall,1994,2008,1994,6,9,245,1610612744,8,Connecticut,USA
924,Anthony Goldwire,1995,2005,1994,6,2,182,0,,Houston,USA
925,Sean Higgins,1990,1997,1990,6,9,205,0,,Michigan,USA
926,Alvin Robertson,1984,1995,1984,6,4,208,1610612759,7,Arkansas,USA
928,Robert Churchwell,1995,1995,,6,6,195,1610612744,21,Georgetown,USA
929,Tracy Moore,1991,1996,,6,4,200,0,,Tulsa,USA
931,Don MacLean,1992,2000,1992,,,,0,,UCLA,USA
932,Oliver Miller,1992,2003,1992,6,9,315,1610612756,3,Arkansas,USA
934,Derrick Coleman,1990,2004,1990,6,10,270,0,,Syracuse,USA
